wid,predicted_category
3122,affection
3219,achievement
3175,bonding
3263,enjoy_the_moment
2441,achievement
220,affection
1147,affection
231,enjoy_the_moment
1890,affection
366,affection
2480,enjoy_the_moment
806,enjoy_the_moment
2554,achievement
2832,achievement
5168,affection
484,achievement
3399,affection
584,nature
748,enjoy_the_moment
213,affection
395,affection
7111,affection
596,achievement
9247,affection
885,achievement
1342,achievement
111,bonding
513,achievement
10132,achievement
444,affection
10891,affection
445,achievement
467,achievement
10821,affection
9287,leisure
1203,achievement
183,bonding
4617,achievement
13509,affection
8983,enjoy_the_moment
320,achievement
2569,achievement
186,achievement
8830,affection
11218,bonding
1523,affection
2457,enjoy_the_moment
4530,affection
2588,achievement
356,bonding
438,achievement
301,affection
8550,achievement
844,leisure
11797,affection
12152,affection
3440,achievement
1314,leisure
8450,achievement
759,achievement
5,affection
11730,bonding
145,enjoy_the_moment
1058,bonding
230,affection
2706,achievement
7413,achievement
9612,affection
66,affection
1286,achievement
3204,achievement
2523,bonding
1889,affection
10015,affection
12298,affection
211,bonding
2132,achievement
13537,affection
9313,enjoy_the_moment
12097,bonding
113,enjoy_the_moment
387,achievement
8669,affection
3528,enjoy_the_moment
1216,enjoy_the_moment
4028,leisure
5410,affection
73,leisure
3482,affection
9334,affection
10867,leisure
13127,leisure
677,achievement
11193,affection
9190,affection
2201,leisure
8282,affection
10342,achievement
80,bonding
4661,enjoy_the_moment
13506,achievement
323,bonding
440,achievement
2194,affection
3173,achievement
708,bonding
3165,achievement
1980,enjoy_the_moment
5244,affection
10648,enjoy_the_moment
1559,achievement
633,enjoy_the_moment
1162,affection
1052,affection
3022,affection
12417,affection
63,achievement
10399,leisure
30,enjoy_the_moment
7366,bonding
10175,affection
1,achievement
719,leisure
2896,achievement
175,leisure
11102,affection
11291,bonding
1341,bonding
8065,affection
24,achievement
4454,achievement
8276,achievement
8411,affection
2736,affection
2750,achievement
2090,enjoy_the_moment
5349,achievement
246,achievement
47,enjoy_the_moment
4431,achievement
7,enjoy_the_moment
127,bonding
1933,enjoy_the_moment
6363,affection
510,affection
343,enjoy_the_moment
499,enjoy_the_moment
7519,affection
4864,affection
650,achievement
841,affection
11494,bonding
1764,affection
204,achievement
10283,bonding
532,achievement
11436,achievement
1372,achievement
590,affection
1779,affection
820,leisure
6606,achievement
8958,affection
120,affection
1596,bonding
2270,achievement
12180,bonding
997,achievement
4881,bonding
7431,affection
5768,affection
11535,bonding
1256,leisure
1613,achievement
1192,bonding
156,bonding
401,achievement
10570,bonding
4195,affection
8076,affection
143,achievement
7424,bonding
46,achievement
329,affection
5371,enjoy_the_moment
12935,affection
2093,bonding
8183,achievement
2807,leisure
2609,enjoy_the_moment
5731,affection
1228,affection
9493,affection
3138,enjoy_the_moment
390,affection
267,enjoy_the_moment
1503,nature
12922,affection
1116,affection
12981,achievement
13038,achievement
1035,achievement
1082,bonding
2655,affection
2513,achievement
7503,affection
1247,affection
720,achievement
2023,affection
755,achievement
9586,affection
36,achievement
964,affection
4624,affection
6663,achievement
7095,achievement
5465,leisure
6702,affection
685,exercise
3497,achievement
2301,affection
12624,affection
200,leisure
8075,achievement
1389,enjoy_the_moment
2099,achievement
2459,bonding
2288,enjoy_the_moment
1538,achievement
11678,affection
109,affection
9774,affection
3013,affection
411,exercise
11398,achievement
4816,affection
1302,leisure
4147,affection
1886,leisure
1009,bonding
1091,achievement
533,achievement
572,achievement
10613,affection
13198,achievement
3662,achievement
1684,enjoy_the_moment
336,bonding
879,affection
1993,affection
6099,affection
152,affection
6915,affection
8765,affection
1599,achievement
1068,nature
9397,affection
285,affection
1383,achievement
5577,leisure
7535,affection
2317,bonding
713,achievement
4972,achievement
4389,bonding
4326,achievement
5496,affection
797,achievement
618,leisure
1460,affection
1350,exercise
920,affection
2607,affection
6850,enjoy_the_moment
117,enjoy_the_moment
6180,exercise
2619,affection
2409,affection
521,bonding
12473,affection
8368,achievement
9126,achievement
42,affection
6985,achievement
8560,affection
974,achievement
8395,enjoy_the_moment
5588,affection
436,affection
741,affection
11531,achievement
64,affection
4469,affection
808,achievement
7084,affection
8435,affection
1958,achievement
413,affection
11,nature
12724,affection
326,achievement
7661,affection
13715,achievement
9877,achievement
6406,achievement
8580,affection
12943,enjoy_the_moment
3274,achievement
10506,affection
5123,affection
4,achievement
6878,affection
1705,enjoy_the_moment
744,affection
258,achievement
10635,bonding
5593,affection
408,achievement
7047,affection
2339,enjoy_the_moment
4830,enjoy_the_moment
11964,bonding
607,affection
11134,achievement
1952,achievement
9,leisure
86,achievement
2666,enjoy_the_moment
429,affection
1991,leisure
5053,affection
4710,achievement
3153,affection
1031,affection
5360,affection
9650,affection
1222,bonding
5192,affection
2154,bonding
176,enjoy_the_moment
13064,achievement
3773,achievement
3179,achievement
6297,affection
2334,enjoy_the_moment
10596,affection
13816,achievement
3314,affection
5874,affection
1050,affection
1506,bonding
4590,affection
652,bonding
11479,bonding
6217,achievement
2302,affection
11663,bonding
2391,bonding
9237,affection
552,affection
557,bonding
1348,affection
1022,enjoy_the_moment
49,affection
7058,affection
121,achievement
91,achievement
8186,affection
11798,enjoy_the_moment
8285,bonding
7110,achievement
2291,leisure
1368,affection
10473,affection
715,enjoy_the_moment
370,enjoy_the_moment
3092,achievement
10823,affection
989,affection
1074,achievement
94,leisure
2130,affection
2219,affection
1998,leisure
10064,affection
2307,achievement
870,exercise
44,achievement
5618,affection
11029,leisure
139,enjoy_the_moment
505,achievement
4227,leisure
205,achievement
2088,achievement
4484,achievement
897,bonding
1291,achievement
631,affection
380,bonding
7623,enjoy_the_moment
1417,affection
3982,affection
3148,achievement
11303,achievement
861,affection
8431,achievement
6046,affection
8667,achievement
1398,leisure
2361,affection
1498,achievement
523,enjoy_the_moment
9434,achievement
403,affection
12738,achievement
1392,enjoy_the_moment
2346,affection
5919,achievement
839,achievement
208,leisure
765,achievement
2786,affection
8470,affection
10158,achievement
2594,affection
1358,leisure
11274,achievement
11811,affection
12792,affection
13070,enjoy_the_moment
2267,affection
645,affection
8993,achievement
9450,enjoy_the_moment
11950,affection
8248,achievement
4069,affection
287,affection
3532,achievement
5962,affection
3587,achievement
2062,achievement
2111,achievement
8927,achievement
838,achievement
9846,affection
549,achievement
353,enjoy_the_moment
4655,bonding
169,achievement
13757,affection
123,affection
12179,enjoy_the_moment
4819,affection
7306,affection
7463,achievement
262,leisure
4067,enjoy_the_moment
1287,achievement
7244,leisure
3188,affection
129,achievement
1345,affection
2133,affection
874,achievement
308,achievement
775,achievement
5444,achievement
58,enjoy_the_moment
7168,achievement
814,achievement
219,affection
2922,leisure
6265,affection
7569,affection
8820,achievement
1803,leisure
12903,achievement
275,bonding
1288,enjoy_the_moment
1333,achievement
357,affection
248,achievement
431,achievement
9250,affection
441,achievement
361,exercise
13059,bonding
2096,affection
845,achievement
3348,leisure
12743,affection
639,affection
1894,achievement
1627,achievement
4653,enjoy_the_moment
1895,achievement
167,leisure
2494,nature
3137,nature
702,affection
795,nature
7806,enjoy_the_moment
2825,achievement
1930,enjoy_the_moment
11807,leisure
13102,enjoy_the_moment
903,affection
3940,achievement
4073,nature
12717,achievement
8862,affection
10619,affection
714,achievement
1601,bonding
1408,affection
291,affection
2372,enjoy_the_moment
1331,enjoy_the_moment
1156,leisure
4152,enjoy_the_moment
170,achievement
11639,achievement
6545,enjoy_the_moment
585,achievement
3631,achievement
9113,affection
4594,enjoy_the_moment
4352,achievement
179,exercise
2727,leisure
391,achievement
9779,achievement
10766,achievement
402,affection
1001,affection
2390,achievement
3801,achievement
1163,achievement
1012,bonding
804,leisure
1070,achievement
2126,leisure
437,enjoy_the_moment
126,affection
496,achievement
375,bonding
5771,enjoy_the_moment
6,bonding
667,enjoy_the_moment
12200,achievement
6691,leisure
1263,achievement
2424,affection
1585,achievement
855,affection
1743,bonding
12071,affection
4755,achievement
828,achievement
2048,achievement
2399,bonding
210,achievement
1114,enjoy_the_moment
13137,affection
10968,achievement
2353,affection
99,leisure
5581,enjoy_the_moment
3213,bonding
12283,affection
434,exercise
3292,achievement
4726,affection
1179,affection
753,enjoy_the_moment
8056,enjoy_the_moment
11849,affection
1003,achievement
1466,affection
178,leisure
147,bonding
583,affection
769,leisure
324,achievement
319,affection
31,leisure
10386,affection
203,bonding
160,affection
7779,enjoy_the_moment
84,leisure
2422,affection
180,achievement
12793,enjoy_the_moment
649,affection
457,enjoy_the_moment
106,affection
2229,achievement
12759,bonding
2264,nature
3973,achievement
792,achievement
254,achievement
2103,bonding
1277,leisure
13611,achievement
1474,enjoy_the_moment
9708,achievement
13779,achievement
1987,achievement
629,achievement
1757,enjoy_the_moment
1283,achievement
678,enjoy_the_moment
8403,achievement
253,enjoy_the_moment
10392,bonding
4802,affection
5795,affection
676,affection
2521,affection
193,nature
277,leisure
3032,affection
1225,achievement
314,leisure
1078,achievement
48,affection
10393,affection
286,achievement
9943,enjoy_the_moment
8136,affection
485,achievement
148,enjoy_the_moment
1097,enjoy_the_moment
10662,affection
12523,enjoy_the_moment
11105,achievement
168,affection
10033,affection
12958,affection
2716,bonding
1794,bonding
11350,enjoy_the_moment
1326,achievement
936,affection
1400,achievement
2470,affection
778,achievement
1961,bonding
2573,affection
3008,enjoy_the_moment
1193,bonding
8569,affection
10758,enjoy_the_moment
265,affection
2134,affection
9731,achievement
801,achievement
2491,enjoy_the_moment
65,affection
1065,achievement
3562,affection
133,achievement
2981,affection
2003,affection
2773,achievement
8999,affection
4933,affection
4622,affection
138,achievement
575,affection
4091,affection
509,affection
13375,affection
12696,affection
1110,achievement
447,affection
3257,achievement
1180,leisure
334,bonding
2097,affection
525,achievement
100,achievement
61,achievement
13347,achievement
11637,affection
2406,leisure
1670,affection
10993,achievement
1825,affection
1144,leisure
5928,achievement
3310,affection
8574,affection
54,achievement
1770,affection
197,affection
4615,affection
12143,leisure
6546,bonding
9937,achievement
22,enjoy_the_moment
105,enjoy_the_moment
5301,achievement
4248,enjoy_the_moment
2821,affection
82,affection
1577,affection
11905,enjoy_the_moment
3253,enjoy_the_moment
8297,achievement
11686,affection
953,bonding
397,enjoy_the_moment
2785,leisure
13413,achievement
9032,affection
8097,achievement
4713,affection
130,affection
12186,affection
4720,enjoy_the_moment
1471,bonding
1753,enjoy_the_moment
1957,enjoy_the_moment
1284,exercise
6988,affection
6564,affection
984,achievement
244,affection
1270,achievement
816,achievement
11720,achievement
9887,affection
1042,enjoy_the_moment
830,bonding
243,bonding
83,leisure
837,leisure
1860,achievement
2358,enjoy_the_moment
11353,achievement
11012,enjoy_the_moment
315,enjoy_the_moment
4421,achievement
144,affection
8192,achievement
811,achievement
337,achievement
1955,achievement
8270,affection
8277,enjoy_the_moment
1033,affection
1194,affection
39,achievement
154,affection
171,enjoy_the_moment
3848,enjoy_the_moment
4157,bonding
1089,enjoy_the_moment
4663,bonding
12080,affection
1472,achievement
4314,affection
10514,achievement
2951,affection
1148,enjoy_the_moment
67,enjoy_the_moment
1740,achievement
471,leisure
2123,affection
910,enjoy_the_moment
1186,affection
10777,affection
593,affection
8237,bonding
342,bonding
3890,bonding
1334,affection
836,affection
13148,affection
1482,achievement
11779,achievement
11061,achievement
534,leisure
751,leisure
202,affection
1659,affection
12421,affection
11884,achievement
12658,affection
338,bonding
430,affection
4269,bonding
293,enjoy_the_moment
9916,enjoy_the_moment
6319,leisure
3248,achievement
5129,affection
10854,bonding
1381,affection
541,enjoy_the_moment
4417,exercise
597,achievement
1290,achievement
506,enjoy_the_moment
374,achievement
45,leisure
7066,achievement
4549,achievement
75,achievement
1982,achievement
11176,achievement
3210,affection
2865,bonding
13243,affection
11022,bonding
9691,leisure
6771,achievement
439,affection
2251,achievement
10410,leisure
11152,enjoy_the_moment
2180,enjoy_the_moment
7755,affection
2640,leisure
545,leisure
11597,affection
8003,affection
896,enjoy_the_moment
141,affection
6525,affection
3934,affection
12794,affection
1774,affection
4149,achievement
12754,achievement
11548,nature
574,bonding
8504,achievement
124,leisure
2384,leisure
2177,affection
153,affection
636,achievement
658,affection
2456,affection
11443,affection
11593,bonding
1006,bonding
1507,achievement
1546,affection
8952,achievement
458,achievement
7970,achievement
5092,affection
5646,affection
1101,affection
3024,affection
9818,affection
11634,achievement
6328,affection
966,enjoy_the_moment
196,enjoy_the_moment
3514,enjoy_the_moment
622,leisure
4737,enjoy_the_moment
3203,exercise
592,leisure
2517,achievement
8502,bonding
1746,achievement
4296,affection
10675,affection
969,nature
1695,bonding
7580,affection
980,achievement
163,achievement
8816,affection
1728,affection
11987,achievement
327,affection
16,enjoy_the_moment
3564,achievement
1304,nature
587,affection
88,exercise
5619,leisure
2149,exercise
90,enjoy_the_moment
4284,affection
7343,enjoy_the_moment
1366,achievement
2255,enjoy_the_moment
103,affection
10026,affection
102,leisure
10115,affection
1307,achievement
2868,affection
914,achievement
87,leisure
13792,achievement
12691,affection
4905,affection
1590,enjoy_the_moment
620,affection
9225,enjoy_the_moment
13596,achievement
1534,affection
1152,enjoy_the_moment
11027,enjoy_the_moment
1253,achievement
4009,bonding
3094,affection
195,enjoy_the_moment
4270,achievement
6134,bonding
4621,nature
1899,affection
10869,enjoy_the_moment
11367,enjoy_the_moment
2778,enjoy_the_moment
4749,affection
1138,affection
1765,nature
11018,affection
13110,affection
2520,affection
242,achievement
5003,leisure
300,affection
5894,affection
4460,achievement
4848,enjoy_the_moment
6168,affection
10923,affection
528,achievement
498,achievement
11547,affection
859,affection
1047,enjoy_the_moment
9568,affection
9020,enjoy_the_moment
9115,enjoy_the_moment
612,affection
1328,affection
7666,affection
11629,achievement
59,enjoy_the_moment
4201,achievement
8730,affection
13109,achievement
11442,affection
2002,affection
1205,affection
1569,achievement
12669,enjoy_the_moment
10379,enjoy_the_moment
10917,affection
1300,achievement
274,affection
281,leisure
385,affection
1887,affection
6635,achievement
5023,enjoy_the_moment
876,enjoy_the_moment
4180,achievement
1852,enjoy_the_moment
851,achievement
1531,enjoy_the_moment
493,achievement
3101,enjoy_the_moment
2543,achievement
1465,achievement
4757,affection
815,achievement
10581,affection
1462,achievement
13296,achievement
7087,affection
56,affection
1777,leisure
9414,enjoy_the_moment
1337,affection
1390,bonding
4207,enjoy_the_moment
8784,achievement
940,affection
5976,achievement
3122,affection
3219,affection
3175,affection
3263,affection
2441,affection
220,achievement
1147,leisure
231,achievement
1890,affection
366,affection
2480,bonding
806,achievement
2554,enjoy_the_moment
2832,enjoy_the_moment
5168,achievement
484,affection
584,affection
748,enjoy_the_moment
213,affection
395,enjoy_the_moment
7111,enjoy_the_moment
596,achievement
9247,affection
885,affection
1342,achievement
111,enjoy_the_moment
513,enjoy_the_moment
10132,achievement
444,achievement
10891,affection
445,achievement
467,leisure
10821,affection
9287,achievement
1203,achievement
183,affection
4617,affection
13509,achievement
8983,enjoy_the_moment
320,achievement
2569,achievement
186,leisure
8830,achievement
11218,affection
1523,affection
2457,achievement
4530,affection
2588,leisure
356,affection
438,achievement
301,exercise
8550,achievement
844,achievement
11797,enjoy_the_moment
12152,affection
3440,enjoy_the_moment
1314,leisure
8450,achievement
759,affection
5,achievement
11730,achievement
145,enjoy_the_moment
1058,leisure
230,achievement
2706,affection
7413,affection
9612,enjoy_the_moment
66,achievement
1286,achievement
3204,affection
2523,leisure
1889,leisure
10015,achievement
12298,leisure
211,bonding
2132,affection
13537,affection
9313,enjoy_the_moment
12097,affection
113,affection
387,enjoy_the_moment
8669,bonding
3528,enjoy_the_moment
1216,leisure
4028,achievement
5410,affection
73,affection
3482,affection
9334,affection
10867,achievement
13127,affection
677,achievement
11193,affection
9190,affection
2201,affection
8282,affection
10342,achievement
80,achievement
4661,affection
13506,achievement
323,affection
440,bonding
2194,affection
3173,achievement
708,achievement
3165,enjoy_the_moment
1980,affection
5244,achievement
10648,affection
1559,enjoy_the_moment
633,affection
1162,affection
1052,bonding
3022,affection
12417,enjoy_the_moment
63,affection
10399,leisure
30,affection
7366,nature
10175,bonding
1,achievement
719,bonding
2896,bonding
175,affection
11102,affection
11291,affection
1341,bonding
8065,affection
24,bonding
4454,enjoy_the_moment
8276,leisure
8411,enjoy_the_moment
2736,affection
2750,bonding
2090,bonding
5349,achievement
246,enjoy_the_moment
47,affection
4431,bonding
7,achievement
127,nature
1933,enjoy_the_moment
6363,affection
510,leisure
343,exercise
499,enjoy_the_moment
7519,affection
4864,affection
650,enjoy_the_moment
841,achievement
11494,leisure
1764,achievement
204,achievement
10283,bonding
532,achievement
11436,affection
1372,achievement
590,bonding
1779,bonding
820,achievement
6606,affection
8958,achievement
120,enjoy_the_moment
1596,enjoy_the_moment
2270,achievement
12180,affection
997,bonding
4881,enjoy_the_moment
7431,bonding
5768,affection
11535,affection
1256,achievement
1613,affection
1192,affection
156,nature
401,achievement
10570,achievement
4195,bonding
8076,exercise
143,achievement
7424,enjoy_the_moment
46,enjoy_the_moment
329,achievement
5371,bonding
12935,achievement
2093,enjoy_the_moment
8183,affection
2807,affection
2609,affection
5731,affection
1228,affection
9493,achievement
3138,achievement
390,nature
267,achievement
1503,bonding
12922,leisure
1116,enjoy_the_moment
12981,bonding
13038,achievement
1035,affection
1082,achievement
2655,affection
2513,achievement
7503,achievement
1247,affection
720,nature
2023,nature
755,achievement
9586,affection
36,enjoy_the_moment
964,nature
4624,affection
6663,achievement
7095,bonding
5465,affection
6702,achievement
685,bonding
3497,affection
2301,enjoy_the_moment
12624,affection
200,enjoy_the_moment
8075,affection
1389,enjoy_the_moment
2099,bonding
2459,achievement
2288,affection
1538,affection
11678,bonding
109,affection
9774,achievement
3013,affection
411,affection
11398,affection
4816,enjoy_the_moment
1302,achievement
4147,achievement
1886,leisure
1009,enjoy_the_moment
1091,bonding
533,achievement
572,achievement
10613,affection
13198,achievement
3662,affection
1684,affection
336,achievement
879,achievement
1993,bonding
6099,enjoy_the_moment
152,affection
6915,enjoy_the_moment
8765,affection
1599,affection
1068,affection
9397,enjoy_the_moment
285,achievement
1383,achievement
5577,achievement
7535,affection
2317,affection
713,affection
4972,achievement
4389,achievement
4326,exercise
5496,leisure
797,bonding
618,achievement
1460,achievement
1350,achievement
920,affection
2607,leisure
6850,achievement
117,achievement
6180,affection
2619,achievement
2409,enjoy_the_moment
521,enjoy_the_moment
12473,exercise
8368,achievement
9126,enjoy_the_moment
42,achievement
6985,achievement
8560,enjoy_the_moment
974,bonding
8395,exercise
5588,leisure
436,affection
741,achievement
11531,achievement
64,achievement
4469,affection
808,achievement
7084,affection
8435,affection
1958,bonding
413,achievement
11,leisure
12724,affection
326,achievement
7661,achievement
13715,affection
9877,enjoy_the_moment
6406,achievement
8580,affection
12943,affection
3274,enjoy_the_moment
10506,affection
5123,leisure
4,affection
6878,affection
1705,affection
744,achievement
258,achievement
10635,affection
5593,achievement
408,affection
7047,affection
2339,affection
4830,affection
11964,affection
607,affection
11134,enjoy_the_moment
1952,achievement
9,leisure
86,exercise
2666,achievement
429,achievement
1991,achievement
5053,enjoy_the_moment
4710,nature
3153,affection
1031,achievement
5360,affection
9650,enjoy_the_moment
1222,bonding
5192,bonding
2154,affection
176,affection
13064,affection
3773,achievement
3179,achievement
6297,achievement
2334,achievement
10596,bonding
13816,enjoy_the_moment
3314,affection
5874,achievement
1050,achievement
1506,affection
4590,enjoy_the_moment
652,affection
11479,affection
6217,achievement
2302,exercise
11663,affection
2391,achievement
9237,achievement
552,achievement
557,enjoy_the_moment
1348,achievement
1022,achievement
49,achievement
7058,achievement
121,enjoy_the_moment
91,achievement
8186,achievement
11798,enjoy_the_moment
8285,affection
7110,affection
2291,enjoy_the_moment
1368,achievement
10473,affection
715,bonding
370,nature
3092,affection
10823,achievement
989,achievement
1074,achievement
94,achievement
2130,achievement
2219,achievement
1998,affection
10064,affection
2307,affection
870,bonding
44,achievement
5618,achievement
11029,affection
139,achievement
505,bonding
4227,achievement
205,achievement
2088,enjoy_the_moment
4484,achievement
897,affection
1291,enjoy_the_moment
631,achievement
380,bonding
7623,affection
1417,affection
3982,affection
3148,enjoy_the_moment
11303,affection
861,leisure
8431,achievement
6046,achievement
8667,affection
1398,enjoy_the_moment
2361,affection
1498,affection
523,leisure
9434,affection
403,affection
12738,leisure
1392,affection
2346,affection
5919,affection
839,achievement
208,achievement
765,bonding
2786,achievement
8470,achievement
10158,affection
2594,leisure
11274,affection
11811,achievement
12792,affection
13070,nature
2267,affection
645,affection
8993,achievement
9450,achievement
11950,enjoy_the_moment
8248,affection
4069,affection
287,achievement
3532,achievement
5962,affection
3587,bonding
2062,achievement
2111,exercise
8927,leisure
838,bonding
9846,bonding
549,affection
353,enjoy_the_moment
4655,affection
169,achievement
13757,affection
123,bonding
12179,achievement
4819,achievement
7306,enjoy_the_moment
7463,affection
262,affection
4067,affection
1287,achievement
7244,achievement
3188,achievement
129,enjoy_the_moment
1345,affection
2133,achievement
874,affection
308,enjoy_the_moment
775,affection
5444,exercise
58,enjoy_the_moment
7168,affection
814,affection
219,enjoy_the_moment
2922,achievement
6265,achievement
7569,bonding
8820,exercise
1803,affection
12903,affection
275,enjoy_the_moment
1288,enjoy_the_moment
1333,affection
357,bonding
248,leisure
431,affection
9250,leisure
441,achievement
361,achievement
13059,affection
2096,affection
845,affection
3348,bonding
12743,achievement
639,achievement
1894,bonding
1627,affection
4653,leisure
1895,achievement
167,leisure
2494,enjoy_the_moment
3137,affection
702,achievement
795,affection
7806,affection
2825,bonding
1930,achievement
11807,bonding
13102,leisure
903,bonding
3940,leisure
4073,bonding
12717,leisure
8862,affection
10619,affection
714,leisure
1601,bonding
1408,leisure
291,achievement
2372,achievement
1331,leisure
1156,affection
4152,enjoy_the_moment
170,achievement
11639,achievement
6545,achievement
585,affection
3631,affection
9113,affection
4594,affection
4352,affection
179,affection
2727,leisure
391,leisure
9779,achievement
10766,affection
402,leisure
1001,achievement
2390,leisure
3801,achievement
1163,enjoy_the_moment
1012,affection
804,achievement
1070,leisure
2126,affection
437,achievement
126,leisure
496,leisure
375,achievement
5771,achievement
6,affection
667,affection
12200,enjoy_the_moment
6691,bonding
1263,achievement
2424,enjoy_the_moment
1585,nature
855,affection
1743,leisure
12071,achievement
4755,achievement
828,bonding
2048,affection
2399,affection
210,achievement
1114,affection
13137,achievement
10968,affection
2353,achievement
99,exercise
5581,nature
3213,enjoy_the_moment
12283,affection
434,achievement
3292,affection
4726,leisure
1179,achievement
753,enjoy_the_moment
8056,affection
11849,affection
1003,affection
1466,leisure
178,achievement
147,leisure
583,enjoy_the_moment
769,bonding
324,bonding
319,achievement
31,bonding
10386,achievement
203,leisure
160,enjoy_the_moment
7779,affection
84,achievement
2422,affection
180,enjoy_the_moment
12793,affection
649,achievement
457,enjoy_the_moment
106,affection
2229,achievement
12759,achievement
2264,achievement
3973,achievement
792,achievement
254,leisure
2103,achievement
1277,achievement
13611,affection
1474,leisure
9708,leisure
13779,achievement
1987,enjoy_the_moment
629,affection
1757,achievement
1283,affection
678,achievement
8403,affection
253,leisure
10392,achievement
4802,achievement
5795,enjoy_the_moment
676,affection
2521,achievement
193,achievement
277,exercise
3032,affection
1225,affection
314,leisure
1078,enjoy_the_moment
48,enjoy_the_moment
10393,affection
286,bonding
9943,achievement
8136,affection
485,bonding
148,affection
1097,achievement
10662,achievement
12523,affection
11105,affection
168,leisure
10033,bonding
12958,affection
2716,achievement
1794,achievement
11350,enjoy_the_moment
1326,achievement
936,enjoy_the_moment
1400,achievement
2470,achievement
778,affection
1961,exercise
2573,affection
3008,enjoy_the_moment
1193,affection
8569,affection
10758,affection
265,bonding
2134,achievement
9731,affection
801,leisure
2491,affection
65,affection
1065,enjoy_the_moment
3562,affection
133,enjoy_the_moment
2981,affection
2003,affection
2773,affection
8999,leisure
4933,affection
4622,bonding
138,achievement
575,leisure
4091,leisure
509,achievement
13375,enjoy_the_moment
12696,achievement
1110,leisure
447,affection
3257,enjoy_the_moment
1180,achievement
334,affection
2097,bonding
525,nature
100,affection
61,bonding
13347,achievement
11637,affection
2406,affection
1670,bonding
10993,affection
1825,bonding
1144,affection
5928,achievement
3310,affection
8574,achievement
54,affection
1770,achievement
197,achievement
4615,affection
12143,achievement
6546,bonding
9937,achievement
22,achievement
105,bonding
5301,leisure
4248,achievement
2821,enjoy_the_moment
82,affection
1577,achievement
11905,enjoy_the_moment
3253,enjoy_the_moment
8297,affection
11686,affection
953,achievement
397,leisure
2785,achievement
13413,bonding
9032,affection
8097,affection
4713,achievement
130,bonding
12186,bonding
4720,achievement
1471,affection
1753,achievement
1957,affection
1284,enjoy_the_moment
6988,achievement
6564,achievement
984,bonding
244,affection
1270,enjoy_the_moment
816,affection
11720,enjoy_the_moment
9887,achievement
1042,enjoy_the_moment
830,nature
243,bonding
83,leisure
837,affection
1860,affection
2358,enjoy_the_moment
11353,affection
11012,affection
315,enjoy_the_moment
4421,achievement
144,enjoy_the_moment
8192,enjoy_the_moment
811,achievement
337,bonding
1955,affection
8270,bonding
8277,bonding
1033,enjoy_the_moment
1194,achievement
39,affection
154,bonding
171,achievement
3848,enjoy_the_moment
4157,affection
1089,achievement
4663,achievement
12080,achievement
1472,enjoy_the_moment
4314,affection
10514,affection
2951,achievement
1148,enjoy_the_moment
67,affection
1740,nature
471,achievement
2123,achievement
910,affection
1186,achievement
10777,enjoy_the_moment
593,achievement
8237,achievement
342,enjoy_the_moment
3890,affection
1334,bonding
836,affection
13148,bonding
1482,bonding
11779,leisure
11061,affection
534,achievement
751,leisure
202,achievement
1659,achievement
12421,affection
11884,affection
12658,achievement
338,bonding
430,affection
4269,bonding
293,achievement
9916,enjoy_the_moment
6319,affection
3248,leisure
5129,affection
10854,bonding
1381,achievement
541,leisure
4417,enjoy_the_moment
597,enjoy_the_moment
1290,achievement
506,affection
374,enjoy_the_moment
45,achievement
4549,affection
75,affection
1982,achievement
11176,enjoy_the_moment
3210,affection
2865,enjoy_the_moment
13243,achievement
11022,affection
9691,achievement
6771,achievement
439,bonding
2251,bonding
10410,enjoy_the_moment
11152,enjoy_the_moment
2180,affection
7755,leisure
2640,achievement
545,affection
11597,achievement
8003,affection
896,nature
141,achievement
6525,affection
3934,leisure
12794,affection
1774,affection
4149,achievement
12754,leisure
11548,affection
574,affection
8504,nature
124,enjoy_the_moment
2384,affection
2177,enjoy_the_moment
153,enjoy_the_moment
636,achievement
658,nature
2456,affection
11443,affection
11593,leisure
1006,bonding
1507,achievement
1546,affection
8952,affection
458,affection
7970,enjoy_the_moment
5092,affection
5646,affection
1101,enjoy_the_moment
3024,achievement
9818,affection
11634,enjoy_the_moment
6328,affection
966,achievement
196,enjoy_the_moment
3514,achievement
622,enjoy_the_moment
4737,achievement
3203,leisure
592,achievement
2517,affection
8502,leisure
1746,enjoy_the_moment
4296,achievement
10675,achievement
969,leisure
1695,leisure
7580,affection
980,enjoy_the_moment
163,bonding
8816,achievement
1728,enjoy_the_moment
11987,achievement
327,enjoy_the_moment
16,achievement
3564,affection
1304,affection
587,affection
88,enjoy_the_moment
5619,bonding
2149,affection
90,enjoy_the_moment
4284,affection
7343,achievement
1366,affection
2255,leisure
103,nature
10026,affection
102,affection
10115,achievement
1307,achievement
2868,achievement
914,achievement
87,achievement
13792,bonding
12691,affection
4905,bonding
1590,achievement
620,affection
9225,enjoy_the_moment
13596,bonding
1534,achievement
1152,achievement
11027,enjoy_the_moment
1253,leisure
4009,achievement
3094,achievement
195,affection
4270,nature
6134,achievement
4621,affection
1899,achievement
10869,bonding
11367,affection
2778,achievement
4749,achievement
1138,achievement
1765,enjoy_the_moment
11018,achievement
13110,affection
2520,affection
242,achievement
5003,affection
300,affection
5894,affection
4460,bonding
4848,achievement
6168,affection
10923,leisure
528,enjoy_the_moment
498,achievement
11547,affection
888,achievement
859,bonding
1047,affection
9568,affection
9020,enjoy_the_moment
9115,affection
612,affection
1328,affection
7666,bonding
11629,affection
