wid,age,gender,marital,parenthood,predicted_category
10458,39,m,married,y,achievement
10464,32,f,single,y,achievement
10467,29,m,single,n,affection
10468,30,m,married,n,affection
10470,36,m,married,y,affection
10472,27,f,married,y,achievement
10473,23,m,single,n,affection
10474,26,m,single,n,achievement
10475,29,f,single,n,achievement
10477,36,f,married,y,achievement
10478,29,f,single,n,achievement
10482,26,f,single,n,achievement
10485,27,m,single,n,affection
10486,24,f,single,n,achievement
10487,24,m,married,n,achievement
10488,45,m,married,y,achievement
10489,36,m,single,n,achievement
10490,24,m,single,n,achievement
10492,25,m,single,n,achievement
10493,30,m,single,n,achievement
10496,23,f,single,n,achievement
10497,26,f,married,n,achievement
10498,45,m,married,y,achievement
10499,27,m,single,n,achievement
10501,26,f,single,n,achievement
10502,29,m,married,y,achievement
10503,24,f,single,n,achievement
10505,38,m,married,y,affection
10506,30,m,single,y,affection
10510,28,f,married,y,affection
10512,31,m,single,n,achievement
10513,46,f,married,y,achievement
10514,23,f,single,n,achievement
10515,45,f,married,y,achievement
10518,26,m,single,n,achievement
10519,28,m,married,y,affection
10520,37,m,married,y,affection
10521,24,f,single,n,achievement
10522,25,f,married,n,achievement
10523,32,f,married,y,achievement
10524,24,f,single,n,achievement
10525,31,f,married,y,affection
10526,31,f,single,n,achievement
10527,31,f,married,n,achievement
10528,29,f,married,y,achievement
10533,36,f,married,y,achievement
10537,26,f,single,n,achievement
10538,20,m,single,n,achievement
10539,32,m,married,y,achievement
10540,35,f,single,n,achievement
10544,36,f,married,y,affection
10545,31,f,single,n,affection
10547,20,f,single,n,achievement
10549,31,m,single,n,affection
10550,37,f,married,y,achievement
10551,30,f,married,y,achievement
10552,30,m,married,y,achievement
10557,39,f,married,y,affection
10559,22,f,married,n,achievement
10560,26,f,single,n,affection
10565,22,f,single,n,achievement
10566,25,m,single,n,achievement
10567,29,m,married,y,achievement
10568,27,m,single,n,achievement
10569,24,f,single,n,achievement
10570,22,m,single,n,achievement
10573,21,f,single,n,achievement
10574,21,m,single,n,achievement
10576,31,m,married,n,achievement
10578,29,f,single,y,affection
10580,41,m,married,y,achievement
10581,42,m,married,y,achievement
10583,39,m,married,n,achievement
10584,45,m,single,n,achievement
10585,25,f,married,n,achievement
10586,47,m,married,y,achievement
10588,22,m,single,n,achievement
10589,50,f,married,n,achievement
10592,24,m,single,n,affection
10593,24,f,married,n,achievement
10594,40,f,single,n,achievement
10595,40,m,married,y,achievement
10596,51,m,single,y,achievement
10599,35,m,married,y,affection
10600,28,m,single,n,achievement
10601,38,f,married,n,achievement
10603,34,f,married,y,achievement
10605,37,m,married,n,achievement
10606,46,f,married,y,achievement
10611,27,f,single,n,achievement
10613,27,f,single,n,affection
10615,34,m,single,n,achievement
10616,25,m,single,n,achievement
10619,27,f,married,n,affection
10620,29,f,single,n,achievement
10622,33,f,single,n,achievement
10627,25,m,married,n,affection
10630,32,m,married,n,achievement
10631,27,m,married,n,affection
10632,29,f,single,n,achievement
10633,31,f,single,n,achievement
10634,22,m,single,n,achievement
10635,22,m,single,n,affection
10638,30,f,married,y,achievement
10640,38,m,single,n,affection
10642,30,f,married,n,affection
10643,33,m,single,n,achievement
10644,31,m,married,n,achievement
10648,20,f,single,n,affection
10649,25,m,single,n,achievement
10650,33,f,single,n,achievement
10651,34,f,married,y,achievement
10655,28,m,single,n,achievement
10657,44,f,single,y,achievement
10659,32,f,married,y,achievement
10660,29,m,single,n,achievement
10662,33,m,married,y,achievement
10664,35,m,married,y,achievement
10665,44,f,married,n,achievement
10666,31,m,single,n,achievement
10667,24,m,single,n,achievement
10670,40,f,single,n,achievement
10673,30,f,single,n,achievement
10674,29,m,married,y,achievement
10675,32,m,married,n,achievement
10676,36,f,married,y,achievement
10677,34,f,married,y,affection
10678,40,f,married,y,achievement
10680,40,f,married,y,affection
10682,32,m,single,n,achievement
10683,26,m,single,n,achievement
10684,29,f,married,y,affection
10685,46,f,married,y,achievement
10686,23,m,single,n,affection
10687,24,f,single,n,affection
10688,33,f,married,y,achievement
10690,19,f,single,n,affection
10691,36,f,single,n,affection
10692,46,f,married,y,affection
10693,31,f,single,y,achievement
10694,41,m,married,y,achievement
10697,39,f,married,n,affection
10698,29,f,single,y,achievement
10700,21,f,single,n,achievement
10701,30,f,single,n,achievement
10702,29,m,married,n,affection
10704,24,f,married,y,affection
10706,23,f,single,n,achievement
10707,28,m,single,n,achievement
10709,40,m,married,n,affection
10710,29,f,single,n,achievement
10712,28,f,single,n,affection
10713,20,m,married,n,affection
10716,21,m,single,n,achievement
10717,20,f,single,n,achievement
10719,24,f,married,n,achievement
10720,41,m,married,y,achievement
10722,28,m,single,n,achievement
10723,30,f,married,y,affection
10724,27,f,single,y,achievement
10725,19,m,single,n,achievement
10726,30,m,single,n,achievement
10728,25,f,married,n,affection
10730,30,m,married,n,achievement
10732,35,m,married,n,achievement
10733,41,f,married,y,achievement
10736,24,f,married,y,achievement
10738,38,f,married,y,achievement
10739,30,m,single,n,affection
10741,38,f,married,y,achievement
10742,28,f,single,n,achievement
10743,25,m,single,n,achievement
10744,34,m,married,y,achievement
10745,34,f,married,y,affection
10747,21,m,single,n,achievement
10749,40,m,single,n,achievement
10752,25,m,single,n,affection
10754,52,f,married,y,achievement
10755,22,f,single,n,achievement
10756,28,m,married,n,achievement
10758,24,f,single,n,achievement
10761,21,m,single,n,achievement
10762,28,m,married,n,achievement
10763,33,f,married,y,achievement
10764,27,f,single,n,affection
10765,25,f,married,y,affection
10766,25,f,married,y,achievement
10768,24,f,single,n,achievement
10769,27,m,married,y,achievement
10770,25,f,married,n,achievement
10771,30,m,single,n,achievement
10773,22,m,single,n,achievement
10776,41,f,married,y,affection
10777,28,m,single,y,affection
10779,34,f,married,y,affection
10780,32,m,married,y,achievement
10782,32,f,married,y,affection
10783,42,f,married,y,affection
10784,27,m,single,n,affection
10785,46,m,married,y,achievement
10786,27,m,single,n,achievement
10788,19,m,single,n,achievement
10789,33,f,single,n,achievement
10790,26,f,single,n,achievement
10791,34,f,single,n,achievement
10798,26,f,married,n,affection
10799,29,f,married,n,achievement
10800,35,f,married,y,affection
10802,26,m,single,n,achievement
10804,25,m,married,n,achievement
10805,35,m,married,y,achievement
10808,25,f,married,y,achievement
10812,34,m,married,y,achievement
10815,27,f,single,n,affection
10817,25,f,single,n,achievement
10819,40,f,married,y,affection
10820,33,m,married,n,achievement
10821,42,f,married,n,affection
10822,19,m,single,n,affection
10826,31,m,single,n,achievement
10828,25,f,single,n,achievement
10829,46,f,married,y,affection
10830,21,m,single,n,achievement
10831,26,m,single,n,achievement
10832,26,f,married,n,achievement
10834,23,m,single,n,achievement
10835,54,m,married,y,achievement
10836,27,f,married,n,affection
10837,52,f,married,y,affection
10839,32,m,single,n,achievement
10840,27,m,single,n,achievement
10842,25,m,single,n,achievement
10843,27,m,single,n,achievement
10845,25,m,married,y,achievement
10846,21,m,single,n,achievement
10847,36,f,single,y,achievement
10848,34,m,single,n,achievement
10849,27,m,single,n,achievement
10850,22,m,single,n,achievement
10853,42,m,married,y,achievement
10855,29,f,single,y,achievement
10858,18,m,single,n,achievement
10859,32,f,married,y,achievement
10860,36,f,married,y,achievement
10861,37,f,married,y,achievement
10862,23,m,single,n,achievement
10863,37,f,married,y,affection
10866,24,f,single,n,achievement
10868,53,f,married,y,affection
10869,33,f,married,n,achievement
10871,25,m,single,n,achievement
10873,20,m,married,y,affection
10876,25,m,married,n,achievement
10878,29,m,married,n,achievement
10879,47,f,single,n,achievement
10881,23,m,single,n,achievement
10883,26,f,married,y,affection
10884,30,f,single,n,achievement
10886,39,f,single,n,affection
10888,25,f,single,n,achievement
10889,23,f,single,n,achievement
10890,33,f,married,y,achievement
10891,23,f,single,n,affection
10892,27,f,single,y,affection
10896,28,m,single,n,achievement
10905,50,m,married,y,achievement
10906,23,m,single,n,affection
10907,30,m,married,n,achievement
10909,34,f,single,n,achievement
10910,37,f,single,n,affection
10912,27,f,married,y,achievement
10913,49,f,married,y,achievement
10914,41,f,married,n,affection
10915,33,f,married,y,achievement
10917,32,f,single,n,achievement
10920,39,m,single,n,achievement
10922,23,m,married,n,achievement
10923,21,f,single,n,affection
10924,25,m,married,n,achievement
10927,39,f,married,y,achievement
10928,27,f,single,n,achievement
10929,39,f,single,y,achievement
10931,46,m,single,n,achievement
10932,34,f,single,n,achievement
10934,30,f,single,n,affection
10935,22,m,single,n,achievement
10938,23,f,single,n,affection
10941,39,m,married,n,achievement
10942,35,m,single,n,affection
10943,31,m,single,n,achievement
10945,35,m,single,n,achievement
10946,22,f,single,n,achievement
10948,25,f,single,n,achievement
10949,37,f,single,n,affection
10951,20,m,single,n,achievement
10954,41,f,married,y,achievement
10955,41,f,single,y,affection
10956,28,m,single,n,achievement
10957,35,f,single,n,achievement
10958,43,m,married,y,achievement
10959,23,m,single,n,achievement
10961,28,f,single,n,achievement
10963,52,f,married,y,achievement
10964,24,m,single,y,achievement
10965,28,f,married,y,achievement
10966,28,f,single,n,achievement
10968,36,m,married,y,achievement
10970,32,m,single,n,affection
10972,39,m,married,y,achievement
10974,36,m,married,n,affection
10975,40,m,single,n,achievement
10977,23,f,single,n,achievement
10978,55,f,married,y,affection
10979,34,f,married,y,affection
10981,26,f,married,y,achievement
10983,32,m,single,n,achievement
10984,33,m,married,y,achievement
10985,25,f,single,n,achievement
10989,32,f,married,y,affection
10992,37,f,married,y,achievement
10993,20,m,single,n,achievement
10994,23,f,married,y,affection
10997,19,f,single,n,achievement
11000,23,f,single,n,affection
11004,24,f,single,n,achievement
11009,32,f,married,y,affection
11010,27,m,single,n,achievement
11011,30,f,married,y,affection
11012,18,m,single,n,achievement
11013,28,f,married,y,achievement
11014,26,m,single,n,achievement
11015,23,m,single,n,affection
11018,35,f,single,y,achievement
11019,20,m,single,n,achievement
11021,22,f,single,n,achievement
11022,20,m,single,n,affection
11023,32,m,single,n,achievement
11026,30,m,married,n,achievement
11027,23,m,married,n,affection
11029,41,f,married,y,affection
11030,30,f,married,y,achievement
11031,47,m,married,y,achievement
11034,29,m,single,n,achievement
11036,36,f,married,y,achievement
11037,45,f,single,n,achievement
11039,26,m,single,n,achievement
11044,30,f,single,y,achievement
11046,32,f,single,y,achievement
11047,46,f,married,n,affection
11048,40,m,married,y,achievement
11049,27,m,single,n,achievement
11053,35,m,married,y,affection
11054,45,f,single,n,affection
11056,34,m,single,n,achievement
11057,23,f,single,y,affection
11058,53,m,married,n,affection
11061,46,m,married,y,achievement
11063,37,m,married,y,achievement
11064,21,m,single,n,achievement
11065,26,m,married,y,achievement
11068,35,f,single,n,affection
11069,32,m,single,n,achievement
11073,34,m,single,y,achievement
11074,36,f,single,n,achievement
11079,29,f,married,y,affection
11080,26,f,single,n,achievement
11081,27,f,single,n,achievement
11083,26,m,married,y,achievement
11084,33,f,married,y,affection
11085,37,m,single,y,achievement
11089,19,f,single,n,achievement
11090,18,m,single,n,achievement
11091,45,f,married,y,affection
11094,32,m,single,y,achievement
11095,28,f,single,y,achievement
11097,37,f,single,n,achievement
11099,55,f,single,n,achievement
11100,20,f,single,n,achievement
11101,27,m,married,y,achievement
11103,34,f,married,y,achievement
11105,32,m,married,n,achievement
11106,34,m,married,y,achievement
11107,28,m,single,n,achievement
11108,27,f,single,n,affection
11109,22,f,single,n,achievement
11111,55,m,single,n,achievement
11113,30,m,married,y,affection
11115,36,m,single,n,affection
11116,25,f,married,y,achievement
11117,23,m,single,n,achievement
11119,27,m,single,n,achievement
11120,39,m,married,y,achievement
11121,39,m,married,y,affection
11123,49,f,single,y,achievement
11124,25,f,single,n,achievement
11126,19,m,single,n,achievement
11127,20,f,single,n,achievement
11128,39,m,married,y,achievement
11129,22,f,single,n,achievement
11130,41,f,married,y,affection
11132,34,m,single,n,achievement
11133,32,f,single,y,affection
11134,26,m,single,n,achievement
11137,25,f,single,n,achievement
11138,35,f,single,n,achievement
11140,28,f,single,y,affection
11141,28,m,single,n,achievement
11142,34,f,married,y,achievement
11144,27,m,single,n,achievement
11145,25,m,single,n,achievement
11146,22,m,married,n,achievement
11147,28,m,single,n,affection
11149,25,m,single,n,achievement
11151,21,m,single,n,affection
11152,21,f,single,n,affection
11153,35,f,married,y,achievement
11158,27,f,married,y,affection
11159,25,m,single,n,achievement
11160,40,f,single,y,affection
11162,32,m,married,n,affection
11166,25,f,single,n,affection
11168,20,m,single,n,achievement
11171,31,f,single,y,affection
11173,27,m,single,n,achievement
11175,28,f,married,y,achievement
11176,28,m,single,n,achievement
11178,26,f,single,n,achievement
11179,33,f,single,y,affection
11180,36,m,single,n,achievement
11182,31,f,married,n,affection
11183,31,f,married,y,affection
11186,33,m,single,n,achievement
11187,35,f,single,y,achievement
11188,21,f,single,n,achievement
11190,26,f,married,n,affection
11191,27,m,single,n,affection
11192,36,m,married,y,affection
11193,28,m,single,n,affection
11195,26,f,married,n,achievement
11197,52,m,married,n,achievement
11199,35,f,married,y,affection
11200,46,f,married,y,achievement
11201,37,f,single,n,affection
11202,34,f,married,y,affection
11203,44,f,married,y,affection
11206,30,f,single,y,affection
11207,42,m,married,y,achievement
11208,35,f,married,n,affection
11210,36,f,married,y,affection
11213,26,m,single,n,achievement
11214,25,f,single,n,achievement
11215,34,f,married,y,achievement
11216,46,m,married,y,achievement
11217,33,m,married,y,affection
11218,27,m,single,n,affection
11220,44,m,married,y,affection
11221,31,f,married,y,achievement
11222,30,f,single,y,affection
11224,27,m,married,y,achievement
11225,23,f,single,n,achievement
11226,31,f,single,n,achievement
11227,27,f,single,n,affection
11229,19,f,single,n,achievement
11231,32,f,single,n,achievement
11232,35,m,single,n,achievement
11233,36,m,single,n,achievement
11234,30,f,married,y,achievement
11235,32,m,single,n,achievement
11236,24,f,single,n,affection
11237,31,m,married,n,achievement
11239,26,m,single,n,achievement
11240,30,f,married,n,affection
11241,40,f,married,y,achievement
11243,28,m,married,y,affection
11244,36,m,married,y,achievement
11245,29,m,married,n,affection
11246,46,f,married,y,affection
11247,27,m,married,y,achievement
11249,27,m,married,n,achievement
11251,43,m,married,y,achievement
11253,19,f,single,y,achievement
11255,23,f,married,y,achievement
11258,41,m,married,y,affection
11259,32,m,single,n,achievement
11261,32,f,married,y,achievement
11262,27,m,single,n,affection
11263,22,f,married,n,achievement
11268,18,m,single,n,achievement
11269,30,m,married,y,achievement
11270,41,m,married,n,affection
11271,45,m,married,y,affection
11272,28,m,single,n,achievement
11273,22,m,single,n,achievement
11274,29,m,single,y,achievement
11278,27,m,single,n,achievement
11279,26,f,married,n,achievement
11282,24,m,married,n,achievement
11283,30,f,single,n,affection
11284,26,m,single,n,achievement
11285,40,m,married,y,achievement
11286,27,m,married,n,achievement
11293,33,f,single,n,achievement
11295,28,m,single,n,achievement
11296,27,m,single,n,achievement
11298,37,m,single,n,achievement
11300,21,f,single,n,achievement
11301,30,f,single,y,affection
11302,24,f,single,n,achievement
11303,32,m,married,y,achievement
11304,35,m,married,y,affection
11305,35,f,single,n,achievement
11307,36,f,married,n,achievement
11308,23,m,single,n,achievement
11309,34,f,married,y,affection
11310,26,m,single,y,achievement
11311,28,m,single,n,achievement
11313,41,f,married,y,achievement
11321,27,f,single,n,achievement
11322,32,m,married,y,affection
11323,35,m,single,y,achievement
11324,31,f,married,y,affection
11325,45,m,married,y,achievement
11326,31,f,married,n,affection
11327,28,m,single,n,achievement
11328,25,f,single,n,achievement
11329,22,m,single,n,achievement
11330,32,f,married,y,affection
11332,25,f,single,n,achievement
11333,45,f,married,y,achievement
11336,23,m,single,n,achievement
11337,31,m,married,n,achievement
11338,45,f,married,y,affection
11343,53,m,married,y,achievement
11345,31,m,single,n,affection
11346,33,f,single,n,affection
11348,35,m,married,y,achievement
11349,23,f,single,n,achievement
11351,30,f,single,n,achievement
11352,21,m,single,n,achievement
11353,26,f,single,n,achievement
11354,34,f,married,y,achievement
11355,28,f,married,n,affection
11356,33,f,married,y,achievement
11357,36,m,single,n,achievement
11359,25,m,single,n,achievement
11360,33,f,married,y,affection
11362,27,f,single,n,achievement
11363,40,m,married,y,affection
11364,29,f,married,n,achievement
11365,30,m,single,n,achievement
11367,36,m,single,y,affection
11368,37,m,married,y,achievement
11370,40,f,single,y,achievement
11371,21,m,single,n,achievement
11373,30,m,single,n,affection
11375,42,f,married,y,affection
11380,28,f,single,n,affection
11381,42,f,married,y,affection
11382,27,f,married,n,achievement
11383,24,f,married,y,affection
11386,23,f,single,n,achievement
11387,30,m,married,y,achievement
11389,21,m,single,n,achievement
11390,24,f,single,n,achievement
11391,23,f,single,n,achievement
11393,48,f,married,n,achievement
11395,24,m,single,y,achievement
11396,29,f,married,y,achievement
11398,43,m,single,y,achievement
11399,50,f,married,n,achievement
11400,28,m,single,n,achievement
11402,32,m,married,n,achievement
11405,22,m,single,n,affection
11408,28,m,married,y,affection
11409,28,m,single,n,affection
11410,23,f,single,n,achievement
11413,23,m,single,n,achievement
11414,27,f,single,y,affection
11415,55,f,single,n,achievement
11416,25,f,single,n,achievement
11417,27,f,married,y,affection
11419,20,f,single,n,achievement
11421,33,f,married,y,achievement
11423,24,m,single,n,achievement
11424,25,m,single,n,achievement
11425,42,f,married,y,affection
11427,23,f,married,n,achievement
11429,33,f,single,n,achievement
11432,26,f,single,n,achievement
11433,27,m,married,n,achievement
11434,32,f,single,n,achievement
11435,34,f,single,n,achievement
11436,25,f,single,n,achievement
11437,20,f,single,n,achievement
11438,29,m,single,n,affection
11440,34,f,single,n,achievement
11442,36,m,single,n,affection
11443,36,f,married,y,affection
11444,31,f,married,y,achievement
11445,38,f,single,n,achievement
11446,30,m,single,n,achievement
11447,51,f,married,y,affection
11448,25,f,married,n,affection
11451,26,m,single,n,achievement
11452,21,m,single,n,achievement
11453,27,m,single,n,achievement
11455,31,f,married,y,affection
11457,20,m,single,n,affection
11459,30,f,married,y,achievement
11460,30,f,single,y,achievement
11461,27,f,single,n,affection
11463,26,f,married,y,achievement
11465,39,m,married,y,achievement
11466,34,f,married,y,achievement
11467,38,f,married,y,achievement
11468,29,m,single,n,achievement
11469,18,f,single,n,achievement
11470,26,m,single,n,achievement
11474,28,m,single,n,achievement
11477,24,f,single,n,affection
11478,34,f,married,y,affection
11479,33,f,married,y,affection
11480,24,m,single,n,achievement
11481,40,f,married,y,achievement
11483,22,m,single,n,achievement
11487,20,m,single,n,achievement
11489,23,f,single,n,achievement
11490,22,f,single,n,achievement
11492,38,f,married,y,achievement
11494,21,m,single,n,achievement
11495,20,f,single,n,achievement
11496,27,m,single,n,achievement
11497,30,m,single,n,achievement
11498,40,f,single,y,achievement
11500,36,m,married,y,affection
11501,29,m,single,n,achievement
11504,23,f,single,n,achievement
11506,50,f,married,y,achievement
11509,25,f,single,n,achievement
11510,32,f,single,y,achievement
11512,31,f,single,n,achievement
11514,52,m,married,y,affection
11515,31,m,married,y,affection
11517,23,f,married,y,affection
11520,19,m,single,n,achievement
11521,37,m,married,y,achievement
11526,22,f,single,n,affection
11527,31,f,married,y,achievement
11530,31,m,single,y,achievement
11531,27,m,single,n,achievement
11534,25,m,single,n,achievement
11535,48,f,married,y,achievement
11543,33,f,married,y,affection
11544,25,m,single,n,achievement
11545,30,m,single,n,achievement
11547,26,m,single,n,affection
11548,23,f,single,n,achievement
11551,22,f,single,n,achievement
11552,25,m,single,n,achievement
11553,32,m,married,y,achievement
11554,34,m,single,n,affection
11557,23,f,single,n,affection
11558,30,m,single,n,achievement
11560,38,m,married,y,achievement
11561,33,m,married,n,affection
11564,31,m,married,n,affection
11565,20,f,single,n,achievement
11566,21,m,married,y,achievement
11568,43,f,single,n,achievement
11570,33,f,single,n,achievement
11571,23,f,married,n,affection
11573,24,m,single,n,affection
11574,30,m,single,n,achievement
11575,27,m,married,n,affection
11578,55,f,married,y,affection
11579,30,m,single,n,achievement
11580,36,m,single,n,achievement
11583,30,f,married,y,affection
11586,27,m,single,n,achievement
11587,27,f,single,n,achievement
11588,33,m,single,n,achievement
11589,45,f,married,y,affection
11590,26,f,single,n,affection
11591,26,f,single,n,achievement
11592,32,m,single,n,achievement
11593,28,m,single,n,achievement
11597,32,f,married,y,achievement
11598,32,m,single,n,achievement
11600,26,m,single,n,achievement
11602,21,f,single,n,achievement
11603,38,f,married,y,achievement
11606,19,m,single,n,achievement
11607,34,f,married,y,achievement
11608,28,f,married,y,affection
11614,44,m,married,n,achievement
11615,29,f,married,n,affection
11617,24,f,single,n,affection
11618,50,f,single,n,achievement
11621,29,m,single,n,affection
11623,49,f,married,y,affection
11624,30,m,single,n,affection
11625,26,f,single,n,achievement
11626,39,f,married,n,achievement
11629,33,m,married,n,achievement
11631,34,f,married,y,affection
11633,28,m,single,n,achievement
11635,29,f,married,y,affection
11636,26,f,single,n,achievement
11637,25,f,single,n,achievement
11639,29,f,married,y,achievement
11640,21,m,single,n,achievement
11642,19,f,single,n,affection
11643,35,f,married,n,achievement
11644,23,f,single,n,achievement
11645,44,m,single,n,achievement
11646,36,m,married,y,affection
11649,20,m,single,n,affection
11650,24,m,single,n,affection
11652,32,f,married,y,achievement
11653,22,f,single,n,achievement
11655,39,f,married,n,affection
11656,51,f,married,y,affection
11662,24,f,single,n,achievement
11663,24,f,single,n,affection
11665,26,m,single,n,affection
11666,25,m,married,n,achievement
11667,27,m,single,n,achievement
11670,36,f,single,y,achievement
11672,35,f,married,y,achievement
11673,34,f,married,y,affection
11674,54,m,married,y,achievement
11676,29,f,single,n,achievement
11677,24,f,single,y,achievement
11678,21,f,single,n,affection
11681,27,m,married,n,achievement
11683,21,f,single,n,achievement
11684,26,m,married,y,achievement
11686,28,f,married,n,affection
11687,47,f,single,n,achievement
11689,33,f,married,y,affection
11690,19,m,single,n,achievement
11691,19,m,single,n,achievement
11693,28,f,married,n,achievement
11694,42,f,single,n,achievement
11696,31,f,married,y,affection
11698,30,f,single,y,achievement
11699,26,m,single,n,achievement
11705,33,f,married,y,achievement
11707,32,m,married,y,achievement
11708,28,m,single,n,affection
11709,31,f,single,n,achievement
11711,35,f,married,y,affection
11713,32,m,married,y,achievement
11714,23,m,single,n,achievement
11715,47,m,single,n,achievement
11716,21,m,single,n,affection
11717,26,f,single,y,achievement
11719,18,m,single,n,achievement
11720,27,f,single,y,achievement
11723,26,f,married,n,achievement
11724,28,m,single,n,affection
11725,31,f,married,y,achievement
11726,42,f,married,y,achievement
11728,26,m,single,n,achievement
11729,23,f,single,n,affection
11730,43,m,married,n,achievement
11732,32,f,married,y,achievement
11733,29,m,single,n,achievement
11734,38,m,married,n,affection
11736,31,m,single,n,achievement
11739,46,f,married,y,achievement
11740,28,f,married,y,affection
11741,25,f,single,n,achievement
11742,28,f,married,y,achievement
11744,26,f,single,n,achievement
11745,31,m,single,n,achievement
11746,23,m,single,n,achievement
11747,36,f,single,y,achievement
11748,38,f,married,y,affection
11749,40,f,single,n,affection
11751,31,m,single,y,achievement
11752,34,m,single,n,achievement
11753,40,m,single,n,achievement
11755,49,f,married,y,affection
11756,23,m,single,n,achievement
11757,32,f,married,y,achievement
11758,30,f,single,n,affection
11759,25,f,single,y,achievement
11761,25,f,single,n,affection
11764,36,f,single,y,achievement
11766,34,f,married,n,achievement
11767,34,m,single,n,achievement
11770,27,f,single,n,affection
11771,31,m,married,y,achievement
11774,26,m,single,n,achievement
11775,32,f,married,y,affection
11779,18,m,single,n,achievement
11780,32,m,married,y,affection
11783,30,f,married,y,achievement
11787,36,m,married,y,achievement
11789,18,f,single,n,achievement
11792,42,f,single,n,affection
11794,28,f,single,n,achievement
11797,38,f,single,n,affection
11801,37,m,married,y,affection
11803,28,f,single,n,achievement
11805,25,m,single,n,achievement
11809,24,f,married,n,achievement
11811,29,f,married,y,achievement
11812,26,m,married,n,achievement
11813,39,f,married,y,achievement
11817,30,m,married,y,achievement
11818,18,m,single,n,achievement
11820,28,f,single,n,achievement
11821,37,f,single,n,achievement
11822,32,f,married,y,affection
11825,27,m,married,y,achievement
11827,28,m,single,n,achievement
11830,40,m,married,y,achievement
11831,41,m,married,y,affection
11832,50,f,married,y,achievement
11834,40,f,married,y,affection
11835,19,m,single,n,achievement
11836,18,m,single,n,achievement
11837,26,m,single,n,affection
11840,24,f,single,n,achievement
11841,25,m,single,n,achievement
11842,32,m,married,n,affection
11844,27,m,single,n,achievement
11845,25,f,single,n,achievement
11848,29,m,married,n,achievement
11849,32,f,single,n,affection
11850,30,f,married,n,achievement
11851,24,m,single,n,achievement
11852,29,f,married,n,achievement
11854,24,f,single,n,achievement
11855,23,f,single,n,achievement
11857,27,f,married,y,achievement
11858,24,f,married,n,affection
11859,40,m,single,y,achievement
11860,20,f,single,n,achievement
11861,36,f,married,y,affection
11863,28,m,single,n,affection
11864,38,m,single,n,achievement
11865,33,m,single,n,achievement
11867,25,m,single,n,affection
11869,31,m,single,n,affection
11870,38,f,married,y,achievement
11871,25,m,married,y,achievement
11872,37,m,married,y,achievement
11876,31,f,married,y,achievement
11878,32,f,single,n,affection
11880,24,m,single,n,achievement
11883,27,m,married,n,achievement
11884,30,f,married,n,achievement
11886,23,m,single,n,affection
11887,29,f,married,n,achievement
11888,24,m,single,n,achievement
11889,21,m,single,n,achievement
11891,29,f,single,n,achievement
11897,35,m,single,n,achievement
11898,29,f,single,n,achievement
11899,30,f,married,y,affection
11905,33,f,single,n,affection
11906,26,f,married,n,affection
11909,38,m,married,y,achievement
11910,32,m,married,y,affection
11911,32,f,married,y,achievement
11912,25,f,single,n,affection
11913,26,m,single,n,affection
11917,22,m,single,n,achievement
11918,30,f,single,n,achievement
11919,27,m,single,n,achievement
11922,27,f,single,n,achievement
11925,28,m,single,y,achievement
11927,54,m,single,n,achievement
11929,25,m,single,n,achievement
11930,26,m,single,n,achievement
11931,33,m,single,n,achievement
11933,25,f,married,y,affection
11935,23,f,single,n,achievement
11937,25,f,single,n,achievement
11938,34,m,single,n,achievement
11939,35,f,single,n,achievement
11941,24,f,single,n,achievement
11942,21,m,single,n,affection
11943,36,m,single,n,achievement
11944,23,m,single,n,achievement
11946,33,f,married,n,affection
11950,18,f,single,n,affection
11951,36,f,single,y,achievement
11952,30,m,single,n,achievement
11954,29,m,married,y,achievement
11955,21,m,single,n,achievement
11956,49,f,married,y,affection
11957,25,m,single,n,achievement
11958,25,m,single,n,achievement
11959,34,m,single,n,achievement
11960,35,f,single,y,affection
11962,33,m,single,n,achievement
11963,23,m,single,n,achievement
11964,32,f,single,n,achievement
11965,38,f,single,n,achievement
11967,33,f,married,n,affection
11969,39,m,married,y,affection
11971,23,f,single,n,achievement
11972,40,f,married,y,affection
11973,25,m,single,n,achievement
11975,29,f,married,y,achievement
11977,21,f,single,n,achievement
11978,19,m,single,n,achievement
11980,20,f,single,n,achievement
11981,29,f,single,n,achievement
11982,28,f,married,y,achievement
11984,26,f,single,y,affection
11986,30,f,single,n,achievement
11987,34,f,married,n,achievement
11988,31,f,single,n,affection
11989,39,m,married,y,affection
11990,36,f,married,y,achievement
11991,26,f,married,y,achievement
11992,19,m,single,n,achievement
11995,33,f,single,n,affection
11997,29,f,single,n,achievement
11998,26,m,single,n,achievement
11999,29,f,single,n,affection
12000,53,f,married,y,affection
12002,52,m,single,n,achievement
12003,23,m,single,n,achievement
12004,31,f,married,n,affection
12006,21,f,single,n,achievement
12007,23,f,married,n,achievement
12008,35,f,married,y,achievement
12010,22,f,single,n,achievement
12012,52,f,married,y,achievement
12013,28,m,single,n,achievement
12014,42,m,married,y,achievement
12015,25,f,married,n,affection
12018,26,m,single,n,affection
12021,48,f,married,y,affection
12022,31,m,married,n,affection
12023,29,m,married,n,affection
12026,25,m,single,n,achievement
12027,19,m,single,n,achievement
12028,37,f,married,y,affection
12029,24,f,married,n,achievement
12033,23,m,single,n,achievement
12034,24,f,single,n,achievement
12035,55,m,married,y,affection
12036,46,f,married,y,achievement
